SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end
SN2016adj,NGC 5128,,Ib,0.001825,,4,34314,'13:25:24.110,-43:00:57.50,0.308,0.0308,S_F_2011,13h25m27.6151s,-43d01m08.8056s,309.5158743,19.4173247,0.001825,S0 pec;Sy2     BLLAC,547,5,312,16,'2016-02-08 13:26:43.000,'2015-07-12 12:21:05,done,10,all,heavily reddened,,,,,,29.40327415,1.861396672,HF,,29.40327415,1.861396672,,0,,,,,,yes,,,,end
SN2016aix,LCRS B014209.4-420839,,Ia-91T,0.029,ASASSN-16bv,5,34401,'01:44:16.850,-41:53:36.98,0.042,0.0042,S_F_2011,1h44m17.03s,-41d53m36.4s,270.117772,-71.703349,,,,,,,'2016-02-16 00:57:36.000,'2016-02-10 01:26:24,done,2.5,223f,,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016aiy,ESO 323-G84,,IIn,0.01,ASASSN-16bw,12,34393,'13:08:25.400,-41:58:50.10,0.343,0.0343,S_F_2011,13h08m26s,-41d58m35s,306.30932,20.78368,,,,,,,'2016-02-17 08:52:48.000,'2016-02-11 08:38:24,done,2,223f,,,,,,,,,,,,,,,,,,,,,,,,end
SN2016aj,,,SLSN-I,0.485,PS16op,1,34278,'12:59:00.83,-26:07:40.5,0.202,0.0202,S_F_2011,,,,,,,,,,,'2016-01-11 15:00:26.000,,,4,223f,,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016ajf,NGC 1278,,Ia-91bg,0.0203,,13,34380,'03:19:54.47,+41:33:53.5,0.441,0.0441,S_F_2011,3h19m54.163s,41d33m48.27s,150.562558,-13.207723,0.020314,E pec:,6090,8,5982,20,'2016-02-18 10:27:05.000,'2016-02-11 10:18:57,done,3,223f,,,,,,,34.63642398,0.384147418,HF,,34.63642398,0.384147418,,0,,,,,,,,,,end
SN2016aps,,,SLSN-II?,0.265,PS16aqy,9,,'10:19:02.17,+74:42:24.6,0.08,0.008,S_F_2011,,,,,,,,,,,'2016-02-22 11:03:56.000,,,8,,,,,,,,,,,,,,,8,,,,,,,,,,end
SN2016aqf,NGC 2101,,II,0.004016,ASASSN-16cc,11,34388,'05:46:23.907,-52:05:18.86,0.147,0.0147,S_F_2011,5h46m23.1s,-52d05m21s,259.529844,-30.854254,0.004016,IB(s)m pec,1204,2,1085,17,'2016-02-26 04:33:36.000,'2016-02-24 04:33:36,done,3,223f,,MJD 57440.19 4,Muller-Bravo_etal_2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497..361M/abstract,,,31.11646995,0.900261138,HF,Muller-Bravo_etal_2020,31.11646995,0.900261138,,7,,,,,,,,,,end
SN2016aqt,PGC 4384817,,Ia-SC,0.05,,10,34405,'13:45:50.75,+26:47:47.4,0.046,0.0046,S_F_2011,,,,,,,,,,,'2016-02-28 10:34:54.000,'2016-02-16 11:20:13,done,3,223f,,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016arc,NGC 1272,,Ia ,0.012725,ASASSN-16ci,3,,'03:19:21.27,+41:29:24.9,0.432,0.0432,S_F_2011,3h19m21.3s,41d29m26.13s,150.515844,-13.324906,0.012725,E+,3815,8,3770,18,'2016-02-26 05:45:36.000,'2016-02-22 05:31:12,done,4,223f,,,,,,,33.62081023,0.435180165,HF,,33.62081023,0.435180165,,,,,,,,,,,,end
SN2016ard,,,SLSN-I,0.2025,PS16aqv,16,34410,'14:10:44.55,-10:09:35.4,0.137,0.0137,S_F_2011,,,,,,,,,,,'2016-02-16 00:00:00.000,,,5,all,,,,,,,,,,,,,,,,,,,,,,,,end
SN2016asf,KUG 0647+311,,Ia,0.021,ATLAS16aep_ASASSN-16cs,11,34407,'06:50:36.730,+31:06:44.56,0.31,0,"Brown_walker_2020,S_F_2011",6h50m36.832s,31d07m00.6s,184.612986,13.468601,0.020156,,6043,0,6107,5,'2016-03-06 08:09:36.000,'2016-03-02 07:26:24,done,2.5,223f,,,,,,,34.61960049,0.384638975,HF,,34.61960049,0.384638975,,0,,,,,,,,,,end
SN2016B,CGCG 012-116,,II,0.004293,ASASSN-16ab,8,34250,'11:55:04.25,+01:43:06.8,0.056,0.0056,S_F_2011,11h55m04.9068s,1d43m11.3232s,272.569855,61.224442,0.004293,S0,1287,23,1821,50,'2016-01-03 14:52:48.000,'2015-12-24 12:43:12,GI13,2.5,223f,,2457382,Dastidar_etal_2018,https://arxiv.org/pdf/1904.01844.pdf,,,31.26123025,0.855732324,HF,Dastidar_etal_2018,31.26123025,0.855732324,,7,,,,,,,,,,end
SN2016bar,MCG +09-20-097,,SNII,0.05893,iPTF16br,,,12 07 07.2552,+53 40 06.4668,,,,12h07m09.2358576s,53d40m17.218848s,137.061592,62.225206,0.058926,Sa,17666.0,4.0,17983.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016bau,NGC 3631,,Ib,0.003856,,29,,'11:20:59.02,+53:10:25.6,0.044,0.0044,S_F_2011,11h21m02.944s,53d10m09.95s,149.530796,59.039247,0.003856,SA(s)c,1156,1,1621,22,'2016-03-13 23:22:33.000,'2016-03-04 23:57:07,done,3,,,57460 pm 1,Tonry_etal_2016,http://www.astronomerstelegram.org/?read=8820,tight detection limits,,31.02812669,0.932146327,HF,Tonry_etal_2016,31.02812669,0.932146327,,,,,,,,,,,,end
SN2016bfu,IC 2150,,Ia-91bg,0.0104,ATLAS16ahx,11,34450,'05:51:15.480,-38:19:02.20,0.13,0.013,S_F_2011,5h51m18.558s,-38d19m13.62s,244.141739,-27.634742,0.010404,SB(r:)bc:,3119,5,3147,23,'2016-03-20 09:31:23.000,'2016-02-23 11:04:55,done,2.5,223f,,,,,,,33.18341439,0.472675226,HF,,33.18341439,0.472675226,,0,,,,,,,,,,end
SN2016bfv,IC 2150,,II,0.0104,ATLAS16ahv,11,34450,'05:51:18.060,-38:18:53.20,0.128,0.0128,S_F_2011,5h51m18.558s,-38d19m13.62s,244.141739,-27.634742,0.010404,SB(r:)bc:,3119,5,3147,23,'2016-03-20 09:31:23.000,'2016-02-23 11:04:55,done,2.5,223f,,x,,,,,33.18341439,0.472675226,HF,,33.18341439,0.472675226,,3,,,,,,,,,,end
SN2016blc,GALEXASC J104848.62-201544.1,,Ia,0.012,ASASSN-16dn,22,,'10:48:49.438,-20:15:49.08,0.103,0.0103,S_F_2011,10h48m48.62s,-20d15m44.1s,267.656438,34.077102,,,,,,,'2016-03-30 04:04:48.000,'2016-03-28 05:02:24,done,3,,,,,,,,,,,,,,,11,,,,,,,,,,end
SN2016blk,,,Iapec,0.02997,ASASSN-16dx,11,34477,'03:22:12.85,-44:05:40.7,0.035,0.0035,S_F_2011,3h22m12.68s,-44d05m41s,252.289665,-55.393742,,,,,,,'2016-04-02 23:31:12.000,'2016-03-23 00:28:48,done,3,223f,,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016bln,NGC 5221,,Ia,,,,,13 34 45.49,13 51 14.3,,,,13h34m55.909008s,13d49m57.14004s,342.453814,73.271743,0.023279,Sb:,6979.0,8.0,7625.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016bln,NGC 5221,,Ia-91T/99aa,0.0235,iPTF16abc,19,,'13:34:45.49,+13:51:14.3,0.065,0,"Brown_walker_2020,S_F_2011",13h34m55.909s,13d49m57.14s,342.453814,73.271743,0.023279,Sb:,6979,8,7625,36,'2016-04-04 09:21:36.000,'2016-04-02 09:58:19,done,6,,,,,,,,34.93230351,0.375669119,HF,,34.93230351,0.375669119,,5,,,,,,,,,,end
SN2016blz,2MASX J13284699-2739061,,II,0.012,ASASSN-16eh,11,,'15:40:29.23,+00:54:36.4,0.276,0.0276,S_F_2011,13h28m46.999s,-27d39m06.15s,312.972705,34.490889,0.045371,Sc,13602,10,13600,57,'2016-04-10 10:33:36.000,'2016-04-04 12:43:12,done,3,,,57485.5,Brown_etal_2016,https://www.astronomerstelegram.org/?read=8930,halfway between discovery and nondetection,,36.38135137,0.354939106,HF,Brown_etal_2016,36.38135137,0.354939106,,6,,,,,,,,,,end
SN2016bmd,GALEXASC J072024.60+325058.8,,IIb,,ASASSN-16ek,10,,'07:20:24.16,+32:51:02.6,0.158,0.0158,S_F_2011,7h20m24.6s,32d50m58.8s,185.397965,19.974956,,,,,,,'2016-04-12 06:57:36.000,'2016-04-09 06:28:48,GI15,2,,,,,,,,,,,,,,,,,,,,,,,,,end
SN2016bqs,CGCG 077-110,,Ia,0.032916,MASTEROTJ152333.04+092125.6_PS16bqv,13,,'15:23:33.04,+09:21:25.6,0.088,0.0088,S_F_2011,15h23m35.2474s,9d20m46.1436s,13.890857,49.970112,0.032916,E,9868,22,10509,37,'2016-04-09 14:14:24.000,,done,3,,,,,,,,35.68448322,0.361879609,HF,,35.68448322,0.361879609,,0,,,,,,,,,,end
SN2016bse,SN 2016bse,,SNII,0.0343,iPTF14hls,,,09 20 34.3022,+50 41 46.8229,,,,9h20m34.3000008s,50d41m46.799988s,167.3847113,43.9742309,0.034400,"     
Spare 5                    :",10313.0,0.0,10529.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016C,NGC 5247,,IIP,0.00452,,5,35875,'13:38:05.30,-17:51:15.3,0.238,0.0238,S_F_2011,13h38m03.0179s,-17d53m02.6354s,318.322692,43.59036,0.00452,SA(s)bc,1355,3,1423,26,'2016-01-03 20:10:14.000,'2015-06-04 13:28:56,done,2.5,223f,,,,,,,31.37303399,0.815684199,HF,,31.37303399,0.815684199,,5,,,,,,,,,,end
SN2016ccj,SDSS J171023.62+262350.3,,Ia-SC,0.041,ASASSN-16ex,11,34542,'17:10:23.919,+26:23:47.89,0.089,0.0089,S_F_2011,17h10m23.625s,26d23m50.36s,,,,,12291,123,12291,123,'2016-05-03 10:04:48.000,'2016-04-29 12:00:00,done,4,223f,,,,,,,36.16127361,0.360120035,HF,,36.16127361,0.360120035,,8,,,,,,,,,,end
SN2016ccz,MRK 0685,,Ia,0.0149,,,,14 31 09.20,27 14 09.5,,,,14h31m08.9869992s,27d14m14.250012s,38.973478,67.862369,0.015018,Sc+            HII,4502.0,1.0,5122.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016ccz,MRK 685,,Ia,0.015,iPTF16auf,12,34557,'14:31:09.260,+27:14:09.80,0.041,0.0041,S_F_2011,14h31m08.987s,27d14m14.25s,38.973478,67.862369,0.01489,Sc+            HII,4464,9,5083,29,'2016-05-13 08:23:59.000,'2016-05-10 00:00:00,done,3,223f,grism,,,,,,33.96195845,0.413336805,HF,,33.96195845,0.413336805,,0,,,,,,,,,,end
SN2016cnx,,,Ia,0.029444,ASASSN-16fl,5,34562,'10:06:54.451,-15:43:00.67,0.155,0.0155,S_F_2011,10h06m53.4728s,-15d43m02.4802s,255.005896,31.44652,0.029444,,8827,31,9264,50,'2016-05-25 01:12:00.000,'2016-05-22 02:24:00,done,2,223f,,,,,,,35.44240315,0.36565826,HF,,35.44240315,0.36565826,,0,,,,,,,,,,end
SN2016coi,UGC 11868,,Ic-BL,0.003646,ASASSN-16fp,49,34565_93195,'21:59:04.08,+18:11:10.68,0.228,0.0228,S_F_2011,21h59m04.702s,18d10m38.95s,75.396959,-28.376096,0.003646,SB(s)m,1093,5,1318,18,'2016-05-27 12:57:36.000,'2016-05-21 12:57:36,done,7,,,57532.5,Terreran_etal_2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...883..147T/abstract,,,30.90643833,0.978852587,HF,Terreran_etal_2019,30.90643833,0.978852587,,27,,,,,,,,,,end
SN2016coj,NGC 4125,,Ia,0.004483,,1,,'12:08:06.80,+65:10:37.9,0.051,0.0051,S_F_2011,12h08m06.017s,65d10m26.88s,130.189707,51.339155,0.004523,E6 pec         LINER,1356,19,1818,27,'2016-05-28 04:39:05.000,'2016-05-19 06:29:48,done,7,,,,,,,,31.37463597,0.818121872,HF,,31.37463597,0.818121872,,7,,,,,,,,,,end
SN2016cok,M66,,IIP,0.002425,ASASSN-16fq,12,,'11:20:19.09,+12:58:57.2,0.07,0,"Brown_walker_2020,S_F_2011",11h20m15.026s,12d59m28.64s,241.9607728,64.4184756,0.002425,SAB(s)b;LINER  Sy2,727,3,477,13,'2016-05-28 07:06:54.000,'2016-05-24 07:38:45,done,5,,,,,,,,30.02100957,1.418813853,HF,,30.02100957,1.418813853,,3,,,,,,,,,,end
SN2016cqj,CGCG 382-005,,II,0.022,,?,34587,'23:56:13.740,-00:32:28.44,0.086,0.0086,S_F_2011,23h56m13.4746s,-0d32m26.5632s,94.155402,-60.290588,0.022215,               HII,6660,19,6555,26,'2016-06-05 13:55:12.000,'2016-05-26 08:52:48,done,2,,,x,,,,,34.83070866,0.378565461,HF,,34.83070866,0.378565461,,3,,,,,,,,,,end
SN2016cvk,ESO 344-G21,,IIn,0.010783,ASASSN-16jt,27,,'22:19:49.390,-40:40:03.20,0.034,0.0034,S_F_2011,22h19m49.219s,-40d39m59.72s,359.549107,-56.078034,0.010783,Sab:,3233,9,3366,19,'2016-06-12 15:18:54.000,'2016-06-03 14:16:21,GI15,4,,grism/rebrightening,,,,,,33.26136604,0.465220198,HF,,33.26136604,0.465220198,,,,,,,,,,,,end
SN2016daj,MCG +03-06-31,,Ia,0.032,ASASSN-16hh,10,,'02:04:37.500,+21:35:08.45,0.34,0.034,S_F_2011,2h04m36.481s,21d35m30.1s,144.721027,-38.164377,0.030388,,9110,109,8880,111,'2016-07-17 12:50:24.000,'2016-07-09 13:55:12,done,3,,,,,,,,35.5109294,0.369041415,HF,,35.5109294,0.369041415,,0,,,,,,,,,,end
SN2016dxv,,,Ia,0.02,Gaia16alq,6,34524,'18:12:29.36,+31:16:47.3,0.18,0.018,S_F_2011,,,,,,,,,,,'2016-04-21 15:07:12.000,'2016-03-27 17:06:43,done,3,2.00E+02,redshift_uncertain,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016edk,WISEA J174714.15+301323.0,,SNIbn,0.0744,iPTF16bkn,,,17 47 14.2251,+30 13 29.4992,,,,17h47m14.15016168s,30d13m23.0911428s,55.1425200,26.2411378,0.074400,"        micron
Origin                     :",22305.0,0.0,22658.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016eii,ESO 54-IG2,,Ia,0.036,Gaia16awf,11,,'03:07:53.500,-69:01:47.20,0.104,0.0104,S_F_2011,3h07m50.7s,-69d01m46s,286.846978,-43.592324,,,,,,,'2016-07-23 22:09:07.000,'2016-06-21 00:07:12,done,3,,,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016eiy,ESO 509-IG64,,Ia,0.008663,ASASSN-16hp,15,,'13:34:38.640,-23:40:53.15,0.3,0,"Brown_walker_2020,S_F_2011",13h34m39.3s,-23d40m50s,315.537562,38.132103,0.008663,Sab            Sy2,2597,10,2450,27,'2016-07-26 01:40:48.000,'2016-07-24 01:26:24,done,7,,grism,,,,,,32.78569727,0.518849602,HF,,32.78569727,0.518849602,,0,,,,,,,,,,end
SN2016eja,2MASX J22253147+3859010,,Ia,0.04,ASASSN-16hr,9,,'22:25:31.760,+38:59:03.50,0.329,0.0329,S_F_2011,22h25m31.472s,38d59m01.05s,94.2548,-15.629192,,,,,,,'2016-07-26 10:04:48.000,'2016-07-22 10:33:36,done,3,,,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016ekg,ESO 466-G32,,Ia,0.017,,12,34658,'22:00:03.600,-30:11:07.00,0.06,0.006,S_F_2011,22h00m02.402s,-30d11m01.67s,17.843905,-52.492998,0.0171,Sb,5126,64,5272,66,'2016-07-27 06:35:41.000,'2016-06-14 10:42:59,done,8,,grism,,,,,,34.26223053,0.403135343,HF,,34.26223053,0.403135343,,7,,,,,,,,,,end
SN2016ekt,,,Ia,0.017,ASASSN-16hw,5,,'21:53:27.882,-34:24:20.95,0.068,0.0068,S_F_2011,21h53m27.8873s,-34d24m21.4704s,10.854272,-51.393485,,,,,,,'2016-07-29 08:09:36.000,'2016-07-17 03:07:12,done,3,,,,,,,,,,,,,,,0,,,,,,,,,,end
SN2016els,,,SLSN-I,0.217,PS16dnq,6,,'20:30:13.920,-10:57:01.81,0.141,0.0141,S_F_2011,,,,,,,,,,,'2016-07-29 07:55:12.000,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,end
SN2016enk,UGC 9857,,IIP,0.0078,ASASSN-16hy,9,,'15:26:29.540,+41:44:03.85,0.068,0.0068,S_F_2011,15h26m31.367s,41d43m30.7056s,67.911286,55.221178,0.007799,IBm,2338,5,2902,22,'2016-08-03 07:07:18.000,'2016-07-27 07:55:05,done,5,,,,,,,,32.55756005,0.551015956,HF,,32.55756005,0.551015956,,,,,,,,,,,,end
SN2016eoa,NGC 83,,Ia,0.020771,Gaia16bay,7,,'00:21:23.100,+22:26:08.30,0.197,0.0197,S_F_2011,0h21m22.4104s,22d26m00.96s,113.863118,-39.9081,0.020771,E,6227,26,6109,34,'2016-08-02 09:18:00.000,'2016-07-23 11:05:53,done,5,,,,,,,,34.68473185,0.383129971,HF,,34.68473185,0.383129971,,0,,,,,,,,,,end
SN2016euj,ESO 479-G7,,Ia,0.017,ASASSN-16ip,11,34680_93187,'02:27:21.700,-23:55:45.30,0.053,0.0053,S_F_2011,2h27m21.8226s,-23d55m43.6455s,209.876195,-68.158679,0.017008,S0:,5099,30,4984,32,'2016-08-09 06:57:36.000,'2016-08-07 06:14:24,done,3,,,,,,,,34.25076258,0.399863096,HF,,34.25076258,0.399863096,,1,,,,,,,,,,end
SN2016ezh,,,TDE,0.08,PS16dtm,,,'01:58:05.0,-00:52:22,0.069,0.0069,S_F_2011,,,,,,,,,,,'2016-08-12 13:46:33.000,,GI15,,,,x,,https://arxiv.org/pdf/1703.07816.pdf,,,,,,,,,,30,,,,,,,,,,end
SN2016F,KUG 0136+335,,Ia,0.016138,ASASSN-16ad,9,34263,'01:39:32.030,+33:49:36.05,0.132,0.0132,S_F_2011,1h39m31.175s,33d49m27.86s,134.230932,-27.990181,0.016138,Spiral,4838,10,4733,23,'2016-01-09 06:43:12.000,'2016-01-01 05:31:12,done,3,223f,,,,,,,34.13666684,0.404219895,HF,,34.13666684,0.404219895,,0,,,,,,,,,,end
SN2016fej,NGC 6942,,Ia,0.010914,ASASSN-16jc,19,,'20:40:39.870,-54:18:36.24,0.127,0.0127,S_F_2011,20h40m37.866s,-54d18m11.09s,343.7298,-37.479337,0.010914,(R'_2)SB(rs)a,3272,26,3479,34,'2016-08-22 04:11:25.000,'2016-08-20 04:20:11,done,3,,,,,,,,33.28740399,0.464270971,HF,,33.28740399,0.464270971,,13,,,,,,,,,,end
SN2016fff,UGC A 430,,Ia,0.01144,ASASSN-16jf,4,,'22:36:59.140,-25:13:55.63,0.063,0.0063,S_F_2011,,,,,,,,,,,'2016-08-23 06:00:00.000,'2016-08-16 02:38:24,needs,4,,grism,,,,,,,,,,,,,,,,,,,,,,,end
SN2016frp,,,Ib-pec,0.027,PTSS-16mvz,7,,'00:21:32.540,-05:57:24.29,0.094,0.0094,S_F_2011,0h21m32.5s,-5d57m30s,103.026308,-67.667142,,,,,,,'2016-08-27 18:36:59.000,,,2,,,,,,SNID,,,,,,,,,,,,,,,,,,,end
SN2016G,NGC 1171,,Ic-BL,0.009,,1,34262,'03:03:57.74,+43:24:03.5,0.421,0.0421,S_F_2011,3h03m59.005s,43d23m53.77s,147.007755,-13.191345,0.009146,Scd:,2742,6,2747,16,'2016-01-09 22:26:24.000,'2015-12-30 21:48:57,GI15,3,223f,,x,,,,,32.90367477,0.503673601,HF,,32.90367477,0.503673601,,,,,,,,,,,,end
SN2016gdw,WISEA J222704.93+231643.7,,SNII,0.061,iPTF16gdw,,,22 27 05.1032,+23 16 45.5174,,,,22h27m04.930152s,23d16m43.71132s,84.8374696,-28.7145298,0.061000,"        micron
Origin                     :",18287.0,0.0,18198.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016gfr,PGC 1693718,,Ia,0.014,,8,,'18:19:35.570,+23:47:09.20,0.358,0.0358,S_F_2011,18h19m35.6691s,23d47m13.736s,,,,,,,,,'2016-09-12 05:22:23.000,'2016-09-08 05:56:11,done,3,,grism,,,,,,,,,,,,,4,,,,,,,,,,end
SN2016gfy,NGC 2276,,II,0.008,iPTF16gdw,9,,'07:26:45.932,+85:45:51.17,0.269,0.0269,S_F_2011,7h27m14.485s,85d45m16.2s,127.669983,27.709215,0.008059,SAB(rs)c,2416,2,2711,16,'2016-09-13 02:29:24.000,'2014-04-09 21:02:53,done,2,,,2016 Sept 9.90 UT,Singh_etal_2019,https://arxiv.org/pdf/1907.03159.pdf,,,32.62882217,0.540277377,HF,Singh_etal_2019,32.62882217,0.540277377,,4,,,,,,,,,,end
SN2016gkg,NGC 613,,II,0.00494,ATLAS16cvu,,,'01:34:14.40,-29:26:24.2,0.045,0,"Brown_walker_2020,S_F_2011",1h34m18.235s,-29d25m06.56s,229.076728,-80.292468,0.00494,SB(rs)bc;HII   Sy,1481,5,1437,10,'2016-09-20 05:57:45.000,,done,,,,57650.94,Tartaglia_etal_2017,https://ui.adsabs.harvard.edu/abs/2017ApJ...836L..12T/abstract,light curve fitting,,31.56611281,0.759453437,HF,Tartaglia_etal_2017,31.56611281,0.759453437,,17,,,,,,,,,,end
SN2016grk,UGC 11722,,SNII,0.016525,iPTF16grk,,,21 19 41.2688,+21 57 56.1686,,,,21h19m38.29792988s,21d58m19.70663599s,71.386328,-19.066932,0.016535,S?,4957.0,2.0,5125.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016gsb,ESO 555-G29,,Ia,0.0097,ASASSN-16kz,7,,'06:04:28.140,-20:20:24.94,0.182,0.0182,S_F_2011,6h04m27.462s,-20d21m13.57s,226.558887,-19.174683,0.00965,Sc,2893,6,2919,19,'2016-09-29 06:43:12.000,'2016-09-24 07:39:21,done,2.4,,grism,,,,,,33.02007969,0.490054062,HF,,33.02007969,0.490054062,,2,,,,,,,,,,end
SN2016gxp,NGC 51,,Ia-pec,0.018,,24,,'00:14:34.650,+48:15:08.10,0.33,0.033,S_F_2011,0h14m34.895s,48d15m19.86s,116.619303,-14.163733,0.017849,S0^0^ pec:     LINER,5351,18,5336,29,'2016-10-05 07:36:46.000,'2016-08-07 10:06:44,done,5,,onSuboslist,,,,,,34.35551227,0.394677909,HF,,34.35551227,0.394677909,,10,,,,,,,,,,end
SN2016hgm,NGC 493,,II,0.008,,5,,'01:22:11.730,+00:57:07.78,0.087,0.0087,S_F_2011,1h22m08.985s,0d56m43.21s,138.910966,-60.969989,0.007799,SAB(s)cd: sp,2338,5,2277,13,'2016-10-19 09:10:45.000,'2016-10-11 07:31:53,GI15,3,,,x,,https://ui.adsabs.harvard.edu/search/fq=%7B!type%3Daqp%20v%3D%24fq_database%7D&fq_database=database%3A%20astronomy&p_=0&q=((%3Dabs%3A(SN2016hgm)%20OR%20simbid%3A(11954648)%20OR%20nedid%3A(SN_2016hgm))%20database%3Aastronomy)&sort=date%20desc%2C%20bibcode%20desc,,,32.55756005,0.551015956,HF,,32.55756005,0.551015956,,,,,,,,,,,,end
SN2016hzg,MCG -01-03-084,,SNII,0.01889,iPTF16hzg,,,01 04 37.1052,-02 32 32.2544,,,,1h04m36.9790008s,-2d32m36.579984s,130.803167,-65.213598,0.018890,Sb,5663.0,5.0,5514.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016L,UGC A 397,,IIP,0.009297,ASASSN-16al,4,34271,'15:00:27.47,-13:33:09.0,0.269,0.0269,S_F_2011,,,,,,,2787,6,3091,22,'2016-01-15 08:38:24.000,'2016-01-14 09:07:12,done,3,223f,,,,,,,32.93902236,0.49942253,HF,,32.93902236,0.49942253,,,,,,,,,,,,end
SN2016P,NGC 5374,,Ic-BL,0.0146,,20,34286,'13:57:31.13,+06:05:51.6,0.072,0.0072,S_F_2011,13h57m29.627s,6d05m48.74s,342.654112,63.75106,0.014617,SB(r)bc?,4382,7,5021,37,'2016-01-19 04:36:28.000,'2015-03-19 01:26:24,GI13,2.5,223f,,25-Sep-15,Gangopadhyay_etal_2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.3770G/abstract,,,33.92169938,0.41557813,HF,Gangopadhyay_etal_2020,33.92169938,0.41557813,,,,,,,,,,,,end
SN2016wi,iPTF15esb HOST,,SLSN-I,0.2239,iPTF15esb,,,07 58 50.6706,+66 07 39.1627,,,,,,149.9261738,31.4255329,0.223900,,67124.0,0.0,67097.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2016X,UGC 8041,,IIP,0.004408,ASASSN-16at,20,34284,'12:55:15.50,+00:05:59.7,0.059,0.0059,S_F_2011,12h55m12.6508s,0d07m00.0353s,305.008032,62.973188,0.004408,SB(s)d         HII,1321,5,1870,45,'2016-01-20 13:55:12.000,'2016-01-18 08:23:59,GI13,3,223f,,,,,,,31.31785161,0.833050939,HF,,31.31785161,0.833050939,,13,,,,,,,,,,end
SN2016zd,2MASX J12052488-2123572,, Ia,,,,,'12:05:25.826,-21:24:01.20,0.151,0.0151,S_F_2011,12h05m24.8982s,-21d23m57.1534s,288.857144,40.211431,0.031939,,9575,45,10133,66,'2016-02-02 06:43:12.000,'2016-01-31 13:26:24,,,,,,,,,,35.61903143,0.363349543,HF,,35.61903143,0.363349543,,,,,,,,,,,,end
SNF20080514002,,,Ia,0.0221,,14,,,,,,,,,,,,,6624,27,7276,45,,,done,,,Brown  P. J. et al. 2012  ApJ  749  18,,,,,,34.81893914,0.379169385,HF,,34.81893914,0.379169385,,8,,,ref,,,ref,,,,end
SNF20080720001,,,Ia,0.021,,1,,,,,,,,,,,,,7379,109,7247,112,,,done,8,m2,,,,,,,35.05332507,0.379978823,HF,,35.05332507,0.379978823,,0,,,ref,,,ref,,,,end
SNhunt248,NGC 5806,PSNJ14595947+0154262,IIn?,0.0045,iPTF14aru,33,,'14:59:59.5,+01:54:26,0.136,0.0136,S_F_2011,15h00m00.432s,1d53m28.56s,359.091062,50.194223,0.004533,SAB(s)b        NLAGN,1359,5,1744,24,,,done,9,,,,,,,SN2012P/ iPTF13bvn,31.3794348,0.813852002,HF,,31.3794348,0.813852002,,,,,ref,,,ref,,,,end
SNhunt60,UGC 5623,,IIb,0.033893,,12,,'10:23:48.72,+33:48:24.48,0.055,0,"Brown_walker_2020,S_F_2011",10h23m48.6038s,33d48m28.7892s,191.861711,57.674687,0.033893,Scd:,10161,10,10512,20,,,done,3,UV,,,,,,,35.74801977,0.360933648,HF,,35.74801977,0.360933648,,,,,ref,,,ref,,,,end
SNinNGC2196,,PSNJ06120295-2149353,Ic,0.00775,,6,,,,,,,,,,,,,2321,5.995866701,2338,18,,,done,3,all,,x,,,,,32.54171322,0.553498666,HF,,32.54171322,0.553498666,,,,,ref,,,ref,,,,end
SNinNGC7123,,PSNJ21505094-7020289,Ia,0.012335,MASTERJ215050.94-702028.9,8,34201,,,,,,,,,,,,3698,26,3874,37,,,done,2.5,223f,ATEL8384,,,,,,33.55317205,0.441502137,HF,,33.55317205,0.441502137,,,,,,,,,,,,end
