SNname,HostName,PSN,type,redshift,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,UVM2_DatPoints,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end
SN2018hom,,,Ic-BL,0.0362,,,,['344.84574'],['8.7513112'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ihz,,,Ia-91bg-like,0.006,,,,['145.7009472'],['-3.6070713'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019fdr,,,SLSN-II,0.2666,,,,['257.2784896'],['26.8557023'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ffg,,,II,0.012,,,,['153.450930194'],['18.1273259291'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019tsf,,,Ib,0.03,,,,['167.13666666667'],['-10.481788888889'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018zd,,,II,0.002979,,,,['94.513292'],['78.366989'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ont,,,II,0.02833,,,,['246.6769854'],['39.1452363'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021rhk,,,II,0.022596,,,,['210.7599953'],['8.7656763'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jox,,,II,0.0088,,,,['149.435375'],['-28.515694444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hrs,,,Ia,0.0047,,,,['190.893125'],['11.5766667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jzc,,,II,0.0029,,,,['181.3694208'],['50.5268194'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022joj,,,Ia,0.03,,,,['220.416954'],['3.006725'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jzc,,,II,0.0029,,,,['181.3693804'],['50.526904'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jux,,,II,0.026358,,,,['121.84275'],['40.393069444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hgk,,,Ib,0.033,,,,['212.59875'],['44.233675'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jox,,,II,0.0088,,,,['149.435375'],['-28.515694444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022esa,,,Ia-CSM,0.023,,,,['253.490001818'],['-9.70279909091'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022idx,,,Ia-91T-like,0.0141,,,,['193.3008657'],['-6.3852389'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ahpl,,,SLSN-I,0.051,,,,['228.99145833333'],['-19.292216666667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ihz,,,Ia-91bg-like,0.006,,,,['145.7009472'],['-3.6070713'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jox,,,II,0.0088,,,,['149.4353333'],['-28.5156833'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jox,,,II,0.0088,,,,['149.435375'],['-28.515694444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022erq,,,Ia-CSM,0.066,,,,['278.355625'],['44.086577777778'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hrs,,,Ia,0.0047,,,,['190.893125'],['11.5766667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ihx,,,Ibn,0.033,,,,['289.160104'],['61.687658'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022inn,,,II,0.010837,,,,['170.3627966'],['63.0235112'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ihz,,,Ia-91bg-like,0.006,,,,['145.7009472'],['-3.6070713'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022idx,,,Ia-91T-like,0.0141,,,,['193.3008657'],['-6.3852389'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ilv,,,Ia-SC,0.031,,,,['227.684451'],['-11.599442'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ihz,,,Ia-91bg-like,0.006,,,,['145.7009472'],['-3.6070713'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022irp,,,II,0.033047,,,,['134.1977917'],['29.9229833'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022inn,,,II,0.010837,,,,['170.3627966'],['63.0235112'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ihx,,,Ibn,0.033,,,,['289.160104'],['61.687658'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ffg,,,II,0.012,,,,['153.450930194'],['18.1273259291'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ibv,,,II,0.014357,,,,['162.2673625'],['-29.3749139'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ibv,,,II,0.014357,,,,['162.2673625'],['-29.3749139'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020eyj,,,Ia,0.03,,,,['167.94654166667'],['29.3851'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hrs,,,Ia,0.0047,,,,['190.893125'],['11.5766667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ahpl,,,SLSN-I,0.051,,,,['228.99141666667'],['-19.292211111111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hsu,,,IIn,0.018,,,,['332.9071708'],['46.3110944'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020kyx,,,Ia,0.031985,,,,['243.439625'],['22.920661'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020nta,,,Ia-91bg-like,0.033953,,,,['241.8472904'],['13.892707425'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hql,,,II,0.023,,,,['207.0258792'],['12.0749639'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hrs,,,Ia,0.0047,,,,['190.893125'],['11.5766667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022hnt,,,IIb,0.0192,,,,['174.24895833333'],['55.163961111111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022fuc,,,IIP,0.0091,,,,['188.64270833333'],['63.518458333333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022fae,,,II,0.042,,,,['152.8652786'],['-26.5844547'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020eyj,,,Ia,0.03,,,,['167.94654166667'],['29.3851'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022frl,,,Ib-pec,0.006,,,,['230.388103377'],['-7.44775760684'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022eux,,,Ibn,0.025237,,,,['88.8800475'],['-15.6761425'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022frl,,,Ib-pec,0.006,,,,['230.38810416667'],['-7.4477583333333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022frq,,,II,0.022579,,,,['201.9871042'],['-13.4164389'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022fuc,,,IIP,0.0091,,,,['188.64270833333'],['63.518458333333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020ees,,,Ia,0.024424,,,,['201.813292'],['32.033619'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020bpi,,,Ia,0.041,,,,['200.870917'],['62.446231'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021dnm,,,Ia,0.046105,,,,['189.350889393'],['23.0935396452'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ffg,,,II,0.012,,,,['153.450930194'],['18.1273259291'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ffv,,,Ia,0.006,,,,['54.1236583'],['-35.28935'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ffg,,,II,0.012,,,,['153.45092916667'],['18.127325'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022qh,,,Ic,0.02,,,,['164.83354166667'],['-43.268658333333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022eyu,,,II,0.036,,,,['173.7057125'],['11.2535083'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022esa,,,Ia-CSM,0.023,,,,['253.490001818'],['-9.70279909091'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022eqb,,,Ic-BL,0.06,,,,['202.2746667'],['-4.9060333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022eux,,,Ibn,0.025237,,,,['88.8800475'],['-15.6761425'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ewj,,,IIP,0.010134,,,,['161.6442083'],['13.7546944'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022eux,,,Ibn,0.025237,,,,['88.8800475'],['-15.6761425'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022esa,,,Ia-CSM,0.023,,,,['253.490001818'],['-9.70279909091'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020sic,,,II,0.03324,,,,['236.937929'],['28.640259'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019oxn,,,II,0.02,,,,['267.803335'],['51.382528'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021apg,,,II,0.026898,,,,['205.3301785'],['24.4955403'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020dya,,,II,0.030074,,,,['216.905493'],['69.686386'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018cxn,,,IIP,0.0401,,,,['237.026907'],['55.714808'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020qlb,,,SLSN-I,0.159,,,,['286.956519'],['62.963801'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022epu,,,Ic,0.031,,,,['228.691862'],['31.223633'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ahpl,,,SLSN-I,0.051,,,,['228.99141666667'],['-19.292211111111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022epu,,,Ic,0.031,,,,['228.691862'],['31.223633'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022erw,,,Ia,0.015,,,,['162.740675'],['-2.1497583'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022eji,,,IIb,0.017,,,,['122.60502'],['34.00437'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018cow,,,Ic-BL,0.014,,,,['244.000917'],['22.268031'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018dfi,,,II,0.031302,,,,['252.708682'],['45.397907'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019lkw,,,II,0.07,,,,['256.287876'],['33.442565'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021skn,,,II,0.02974,,,,['246.2041737'],['39.7346498'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ont,,,II,0.02833,,,,['246.6769854'],['39.1452363'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021rhk,,,II,0.022596,,,,['210.7599953'],['8.7656763'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021niq,,,Ib,0.017578,,,,['234.027959'],['43.405958'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022eat,,,Ia,0.027,,,,['167.8790371'],['19.8272663'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022cvz,,,SLSN-II,0.188,,,,['176.48760833333'],['5.8615194444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ahpl,,,SLSN-I,0.051,,,,['228.99141666667'],['-19.292211111111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022crr,,,Ic-BL,0.0188,,,,['231.20470833333'],['-21.3894'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ghc,,,Ia,0.046217,,,,['149.137458'],['0.752289'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020aczg,,,Ia,0.03,,,,['150.277875'],['54.789569'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020jgl,,,Ia,0.006758,,,,['142.24344166667'],['-14.805522222222'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022dml,,,II,0.03,,,,['244.3713583'],['14.417925'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022dmf,,,Ia,0.03,,,,['211.74439375'],['-39.10368'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021tcv,,,II,0.017,,,,['32.8916626'],['43.9797916'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022crv,,,Ib,0.008091,,,,['148.607875'],['-25.703075'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022an,,,Ia-91bg-like,0.007,,,,['190.884400588'],['-41.3660635294'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020abjc,,,SLSN-I,0.219,,,,['142.0011733'],['14.1212856'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020jdo,,,Ia,0.071,,,,['273.931854801'],['58.2152610216'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020rgz,,,Ia,0.0285,,,,['273.004417'],['51.724581'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020rlj,,,Ia,0.045,,,,['345.290059561'],['23.4872227538'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020abjc,,,SLSN-I,0.219,,,,['142.0011733'],['14.1212856'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020jhs,,,IIn,0.065,,,,['142.058708'],['25.670369'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022jo,,,II,0.0265,,,,['195.1569288'],['28.0571572'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020szr,,,Ia,0.02581,,,,['347.387917'],['15.659269'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020kyx,,,Ia,0.031985,,,,['243.439625'],['22.920661'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020nta,,,Ia-91bg-like,0.033953,,,,['241.8472904'],['13.892707425'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022an,,,Ia-91bg-like,0.007,,,,['190.88433'],['-41.36576'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020kpx,,,Ia,0.02291,,,,['234.542292'],['4.780669'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021aefx,,,Ia,0.005,,,,['64.97216796875'],['-54.947944641113'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021yky,,,II,0.076,,,,['16.959266662598'],['27.314798355103'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021mim,,,Ia,0.03812,,,,['235.089020072'],['7.28152761418'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2020fxa,,,Ia,0.064,,,,['233.637667'],['37.533831'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023acha,,,Ia,0.034,,,,['251.2159042'],['52.7670639'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xxj,,,IIn,0.097,,,,['162.587958'],['-33.401219'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zaz,,,IIn,0.0625,,,,['59.7309248743'],['-26.0574424507'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023taz,,,SLSN-I,0.42,,,,['30.822'],['-23.679869444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zcu,,,II,0.006,,,,['90.2785'],['-23.674788'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023wrk,,,Ia,0.01,,,,['172.163208'],['58.553511'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022prv,,,II,0.015101,,,,['235.0323282'],['20.6754824'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021gvm,,,II,0.0246,,,,['202.5050836'],['13.4111737'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021uoy,,,II,0.03347,,,,['343.9060792'],['19.1738667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021aai,,,II,0.007412,,,,['108.6118708'],['84.3809861'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019edo,,,II,0.008569,,,,['182.9646292'],['24.1366889'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021ass,,,II,0.011791,,,,['27.5422074'],['27.6452146'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022frq,,,II,0.022579,,,,['201.987'],['-13.4164806'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022ovb,,,II,0.0183,,,,['335.6231264'],['36.0049939'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022fuc,,,IIP,0.0091,,,,['188.642625'],['63.5184611'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2022inn,,,II,0.010837,,,,['170.3628208'],['63.0235083'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021vaz,,,II,0.013122,,,,['85.5071667'],['69.3768694'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zzk,,,II,0.020127,,,,['54.7199167'],['40.9886167'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zaw,,,Ib,,,,,['67.3343208'],['70.4270861'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zaw,,,Ib,,,,,['67.3343213'],['70.4270855'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zcu,,,II,0.006,,,,['90.2785'],['-23.674788'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023yoo,,,Ia,0.012,,,,['330.263125'],['-13.274713888889'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zeu,,,Ic-BL,0.03,,,,['24.2052042'],['1.5849111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zcu,,,II,0.006,,,,['90.2785'],['-23.674788'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023zcu,,,II,0.006,,,,['90.2785'],['-23.6747889'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023aew,,,IIb,0.025,,,,['265.21416666667'],['66.206283333333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023vek,,,SLSN-I,0.2466,,,,['5.6512083333333'],['-24.462333333333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021inl,,,Ib-pec,0.02,,,,['195.388521339'],['27.8319791009'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2021too,,,Ic-BL,0.07,,,,['325.226190136'],['10.3251507424'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023cj,,,Ic,0.00948,,,,['211.635625'],['-5.451731'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023jac,,,Ic,0.0495,,,,['255.022254818'],['51.9319765392'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023mut,,,IIb,0.0022,,,,['72.1431175'],['0.2467425'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xnl,,,Ia,0.0169617,,,,['141.62370833333'],['-14.528797222222'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xgg,,,Ia,0.021,,,,['20.947333333333'],['30.765063888889'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xxj,,,IIn,0.097,,,,['162.58795833333'],['-33.401230555556'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023ixf,,,II,0.0008,,,,['210.91075'],['54.311694'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023vto,,,SLSN-II,0.4846,,,,['6.144625'],['47.222652777778'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023wuk,,,Ia,0.015,,,,['334.876625'],['29.388216666667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xqm,,,Ia,0.01,,,,['158.64575'],['-27.650936111111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023ixf,,,II,0.0008,,,,['210.91075'],['54.311694'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018zd,,,II,0.002979,,,,['94.513292'],['78.366989'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xrs,,,Ic-BL,0.04,,,,['41.416025'],['-20.8099333'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xqn,,,Ia,0.029,,,,['2.0421666666667'],['27.003675'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xgo,,,Ibn,0.01325,,,,['76.0799625'],['67.622541666667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023ixf,,,II,0.0008,,,,['210.91075'],['54.311694'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023wtm,,,Ic,0.023,,,,['49.4658880457'],['-0.10487881129'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xgo,,,Ibn,0.01325,,,,['76.07996335'],['67.622540825'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023xgo,,,Ibn,0.01325,,,,['76.0799625'],['67.622541666667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023fyq,,,Ib-pec,0.008419,,,,['186.441105641'],['12.6635227446'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023wrk,,,Ia,0.01,,,,['172.16319165'],['58.5535226'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023utc,,,Ibn,0.013,,,,['137.9965826'],['53.7173293'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023ucy,,,II,0.0152,,,,['285.4249652'],['40.7516357'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023plg,,,Ib,0.027,,,,['109.263159191'],['24.9588113101'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023vpe,,,Ia-SC,0.06,,,,['46.528567875'],['16.2554551'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023plg,,,Ib,0.027,,,,['109.26316666667'],['24.958755555556'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023qre,,,Ibn/Icn,0.047,,,,['312.746618741'],['6.13847142796'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023taz,,,SLSN-I,0.42,,,,['30.822'],['-23.679869444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023fyq,,,Ib-pec,0.008419,,,,['186.441105641'],['12.6635227446'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023ver,,,Ia-91T-like,0.03,,,,['57.917791666667'],['-0.51081944444444'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2023vpd,,,Ia,0.034,,,,['340.05379166667'],['19.506816666667'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
